AREA	BALDE	FICHEIRO	LINHA	TERMO	TRECHO
BACKEND-TESTES	COMENTARIO	desafio-gut/frontend/netlify/functions/_tests/mc9111-programado.test.mjs	63	lances	// saldo on-chain = 2 → 2 lances ok, 3º recusado
BACKEND-TESTES	COMENTARIO	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	1	lance	// MC91.12 — Teste de INTEGRACAO do handler lance-relampago (fluxo corrigido).
BACKEND-TESTES	COMENTARIO	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	2	lance	// Executar: node --experimental-test-module-mocks --test mc9112-integracao-lance.test.mjs
BACKEND-TESTES	COMENTARIO	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	6	Lance	//      consumo no ledger; mantem a blindagem (comprometerLance + addLance).
BACKEND-TESTES	COMENTARIO	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	6	Lance	//      consumo no ledger; mantem a blindagem (comprometerLance + addLance).
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	23	Lance	let chamadasAddLance = 0;
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	39	Lance	mock.module("../_lib/jwt.mjs", { namedExports: { verificarLanceAuth: async () => ({ endereco: TEST_ADDR }) } });
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	44	Lance	mock.module("../_lib/notificacoes-usuario.mjs", { namedExports: { registrarEventosDeLance: async () => {} } });
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	46	Lance	namedExports: { addLance: async (e, r) => { chamadasAddLance += 1; return `key-${e}-${r.lanceId}`; } },
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	46	Lance	namedExports: { addLance: async (e, r) => { chamadasAddLance += 1; return `key-${e}-${r.lanceId}`; } },
BACKEND-TESTES	STRING-TECNICA	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	46	lance	namedExports: { addLance: async (e, r) => { chamadasAddLance += 1; return `key-${e}-${r.lanceId}`; } },
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	50	Lance	comprometerLanceOnchain: async () => { chamadasCompromete += 1; return {}; },
BACKEND-TESTES	STRING-TECNICA	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	68	lance	const mod = await import("../lance-relampago.mjs");
BACKEND-TESTES	COMENTARIO	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	77	lance	url: "http://localhost/.netlify/functions/lance-relampago",
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	85	Lance	chamadasAddLance = 0;
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	91	Lance	const bodyLance = (edicaoId = "PROG-1", valorCentavos = 50) => ({
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	98	Lance	const resp = await handler(fakeReq(bodyLance("PROG-1", 50)));
BACKEND-TESTES	TEXTO-UI	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	106	Lance	assert.equal(chamadasCompromete, 1, "blindagem (comprometerLance) deve rodar");
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	107	Lance	assert.equal(chamadasAddLance, 1, "key-per-bid (addLance) deve rodar");
BACKEND-TESTES	TEXTO-UI	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	107	Lance	assert.equal(chamadasAddLance, 1, "key-per-bid (addLance) deve rodar");
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	119	Lance	const resp = await handler(fakeReq(bodyLance("PROG-1", 50)));
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	132	Lance	const resp = await handler(fakeReq(bodyLance("R-1", 50)));
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	149	Lance	const resp = await handler(fakeReq(bodyLance("R-1", 999999)));
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	159	Lance	const resp = await handler(fakeReq(bodyLance("R-1", 10)));
BACKEND-TESTES	STRING-TECNICA	desafio-gut/frontend/netlify/functions/_tests/test-conversao-e2e-mc1581.mjs	59	lance	const conv = await ref.registrarConversao(vinculo, { nomeIndicado: "Ana", contexto: "primeiro-lance" });
BACKEND-TESTES	TEXTO-UI	desafio-gut/frontend/netlify/functions/_tests/test-intents-mc1581.mjs	34	lance	["qual o lance mínimo?", null],
FRONTEND	TEXTO-UI	desafio-gut/frontend/index.html	7	Lance	<title>DesafioGUT — O Menor Lance Único Ganha</title>
FRONTEND	TEXTO-UI	desafio-gut/frontend/index.html	8	lance	<meta name="description" content="DesafioGUT · Grupo União e Trabalho — E-commerce via Dropshipping. Dê seu lance: o menor valor único vence. Grátis para se cadastrar. Vi
FRONTEND	TEXTO-UI	desafio-gut/frontend/index.html	9	Lance	<meta property="og:title" content="DesafioGUT — O Menor Lance Único Ganha" />
FRONTEND	TEXTO-UI	desafio-gut/frontend/index.html	10	lance	<meta property="og:description" content="Dê seu lance no DesafioGUT. Menor valor único ganha o produto. Grupo União e Trabalho · CNPJ 23.040.066/0001-00." />
FRONTEND	TEXTO-UI	desafio-gut/frontend/index.html	22	Lance	<meta name="twitter:title" content="DesafioGUT — O Menor Lance Único Ganha" />
FRONTEND	TEXTO-UI	desafio-gut/frontend/index.html	23	lance	<meta name="twitter:description" content="Dê seu lance no DesafioGUT. Menor valor único ganha o produto." />
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260620_amend_jsonb_payload.sql	7	Leilao	--      ({ isLeilaoAtivo:{ios,android,pwa}, isPagamentoNativoAtivo:{...} }), lido
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260620_amend_jsonb_payload.sql	11	lances	--   2. lances.payload (JSONB): o registro de lance é mais rico que as colunas
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260620_amend_jsonb_payload.sql	11	lance	--   2. lances.payload (JSONB): o registro de lance é mais rico que as colunas
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260620_amend_jsonb_payload.sql	12	lance	--      planas (lanceId, nomeExibicao, saldoAntes/DepoisCentavos, processadoEm,
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260620_amend_jsonb_payload.sql	15	lance	--      (edicao_id, endereco, hash_lance, valor_centavos) ficam para índices/queries.
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260620_amend_jsonb_payload.sql	17	lances	--   3. lances.hash_lance deixa de ser NOT NULL: o caminho legado (Sepolia/local)
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260620_amend_jsonb_payload.sql	17	lance	--   3. lances.hash_lance deixa de ser NOT NULL: o caminho legado (Sepolia/local)
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260620_amend_jsonb_payload.sql	18	lance	--      não produz commitment on-chain; só mainnet preenche hash_lance.
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260620_amend_jsonb_payload.sql	24	lances	ALTER TABLE lances ADD COLUMN IF NOT EXISTS payload JSONB;
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260620_amend_jsonb_payload.sql	25	lances	ALTER TABLE lances ALTER COLUMN hash_lance DROP NOT NULL;
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260620_amend_jsonb_payload.sql	25	lance	ALTER TABLE lances ALTER COLUMN hash_lance DROP NOT NULL;
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260620_schema_definitivo.sql	8	lances	-- Tabelas: produtos, lojistas, lances, config_remota.
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260620_schema_definitivo.sql	10	lances	-- exclusiva do service_role (backend) em lances/lojistas/config_remota.
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260620_schema_definitivo.sql	32	lances	-- Tabela de lances
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260620_schema_definitivo.sql	33	lances	CREATE TABLE IF NOT EXISTS lances (
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260620_schema_definitivo.sql	37	lance	hash_lance VARCHAR(66) NOT NULL,
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260620_schema_definitivo.sql	50	lances	CREATE INDEX IF NOT EXISTS idx_lances_edicao_id ON lances(edicao_id);
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260620_schema_definitivo.sql	50	lances	CREATE INDEX IF NOT EXISTS idx_lances_edicao_id ON lances(edicao_id);
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260620_schema_definitivo.sql	51	lances	CREATE INDEX IF NOT EXISTS idx_lances_endereco ON lances(endereco);
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260620_schema_definitivo.sql	51	lances	CREATE INDEX IF NOT EXISTS idx_lances_endereco ON lances(endereco);
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260620_schema_definitivo.sql	56	lances	ALTER TABLE lances ENABLE ROW LEVEL SECURITY;
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260620_schema_definitivo.sql	61	lances	CREATE POLICY "Acesso total exclusivo service_role" ON lances FOR ALL TO service_role USING (true) WITH CHECK (true);
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260621_cotas_schema.sql	12	lance	-- saldo-rs/troco (fluxo dinheiro/lance) ficam para MC36.1.
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260621_enable_realtime_config.sql	4	lances	-- seguro, sem risco anti-sniping/MC28). NÃO inclui `lances` — a RLS oculta lances
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260621_enable_realtime_config.sql	4	lances	-- seguro, sem risco anti-sniping/MC28). NÃO inclui `lances` — a RLS oculta lances
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260621_enable_realtime_config.sql	6	lance	-- o "menor lance único". `edicoes`/`notificacoes` não existem como tabelas Supabase.
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260621_saldo_troco_wallet_schema.sql	6	lance	-- semântica, incl. o fluxo de lance via saldoRs). Mapeamento Blob → tabela:
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260629_indices_escalabilidade.sql	4	lances	-- SCHEMA-VÁLIDO (verificado): lances(id, edicao_id, endereco, hash_lance,
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260629_indices_escalabilidade.sql	4	lance	-- SCHEMA-VÁLIDO (verificado): lances(id, edicao_id, endereco, hash_lance,
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260629_indices_escalabilidade.sql	6	lances	-- `consolidado` em lances (apuração é on-chain) → o índice parcial vai em cotas.vendida.
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260629_indices_escalabilidade.sql	13	lances	-- Item 25 — composto para listagem cronológica de lances por edição (ORDER BY created_at).
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_indices_escalabilidade.sql	14	lances	CREATE INDEX IF NOT EXISTS idx_lances_edicao_created
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_indices_escalabilidade.sql	15	lances	ON lances (edicao_id, created_at DESC);
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260629_indices_escalabilidade.sql	17	lance	-- Item 25b — composto para apuração "menor lance único" por edição (Art. VIII).
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_indices_escalabilidade.sql	18	lances	CREATE INDEX IF NOT EXISTS idx_lances_edicao_valor
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_indices_escalabilidade.sql	19	lances	ON lances (edicao_id, valor_centavos);
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	5	lances	--   lances(edicao_id, valor_centavos, created_at, ...); cotas(categoria, vendida, ...).
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	8	lances	-- backend-only (como lances/cotas) — REVOKE de anon/authenticated, GRANT só service_role.
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	11	lances	-- ── MV 1: lances agregados por edição (apuração/relatório) ──────────────────
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	12	lances	DROP MATERIALIZED VIEW IF EXISTS mv_lances_por_edicao;
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	13	lances	CREATE MATERIALIZED VIEW mv_lances_por_edicao AS
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	16	lances	COUNT(*)                  AS total_lances,
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	18	lance	MAX(created_at)           AS ultimo_lance_em
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	19	lances	FROM lances
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	23	lances	CREATE UNIQUE INDEX IF NOT EXISTS idx_mv_lances_edicao ON mv_lances_por_edicao (edicao_id);
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	23	lances	CREATE UNIQUE INDEX IF NOT EXISTS idx_mv_lances_edicao ON mv_lances_por_edicao (edicao_id);
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	38	lances	REFRESH MATERIALIZED VIEW mv_lances_por_edicao;
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	42	lances	REVOKE ALL ON mv_lances_por_edicao FROM anon, authenticated;
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	44	lances	GRANT SELECT ON mv_lances_por_edicao TO service_role;
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	48	lances	--   SELECT cron.schedule('refresh-mv-lances', '*/5 * * * *',
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	49	lances	--     $$REFRESH MATERIALIZED VIEW CONCURRENTLY mv_lances_por_edicao$$);
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	56	lances	-- `lances` é o único candidato a particionamento por range(created_at), mas no
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	58	lances	-- Reavaliar quando lances ultrapassar ~10M linhas; então recriar como PARTITION BY
CONTRATO	IDENTIFICADOR	desafio-gut/contracts/Leilao.sol	4	Leilao	contract LeilaoGUT {
CONTRATO	COMENTARIO	desafio-gut/contracts/Leilao.sol	8	lances	// [H-01] Limite máximo de lances únicos por edição (anti-DoS)
CONTRATO	IDENTIFICADOR	desafio-gut/contracts/Leilao.sol	9	LANCES	uint256 public constant MAX_LANCES_UNICOS = 10_000;
CONTRATO	IDENTIFICADOR	desafio-gut/contracts/Leilao.sol	16	lances	mapping(uint256 => address) lances;
CONTRATO	COMENTARIO	desafio-gut/contracts/Leilao.sol	24	Lance	// Aditivo e zero-regressão: as funções legadas (darLance/apurarVencedor) e a
CONTRATO	IDENTIFICADOR	desafio-gut/contracts/Leilao.sol	34	lances	mapping(string => mapping(address => bytes32)) public lancesComprometidos;
CONTRATO	IDENTIFICADOR	desafio-gut/contracts/Leilao.sol	44	Lance	event LanceDado(
CONTRATO	IDENTIFICADOR	desafio-gut/contracts/Leilao.sol	56	Lance	event LanceComprometido(string idEdicao, address indexed lancador, bytes32 hashLance);
CONTRATO	IDENTIFICADOR	desafio-gut/contracts/Leilao.sol	56	Lance	event LanceComprometido(string idEdicao, address indexed lancador, bytes32 hashLance);
CONTRATO	COMENTARIO	desafio-gut/contracts/Leilao.sol	70	lances	// [M-01] Impede reuso de ID — evita lances residuais de edições anteriores
CONTRATO	IDENTIFICADOR	desafio-gut/contracts/Leilao.sol	87	Lance	function darLance(string memory idEdicao, uint256 valorEmCentavos) public {
CONTRATO	TEXTO-UI	desafio-gut/contracts/Leilao.sol	89	Lance	require(valorEmCentavos >= 1, "Lance minimo e R$ 0,01"); // Artigo XXIII
CONTRATO	IDENTIFICADOR	desafio-gut/contracts/Leilao.sol	99	LANCES	e.listaDeValores.length < MAX_LANCES_UNICOS,
CONTRATO	TEXTO-UI	desafio-gut/contracts/Leilao.sol	100	lances	"Limite de lances unicos desta edicao atingido"
CONTRATO	IDENTIFICADOR	desafio-gut/contracts/Leilao.sol	105	lances	e.lances[valorEmCentavos] = msg.sender;
CONTRATO	IDENTIFICADOR	desafio-gut/contracts/Leilao.sol	109	Lance	emit LanceDado(idEdicao, msg.sender, valorEmCentavos, jaExistia, block.timestamp);
CONTRATO	IDENTIFICADOR	desafio-gut/contracts/Leilao.sol	123	lances	ganhador = e.lances[v];
CONTRATO	COMENTARIO	desafio-gut/contracts/Leilao.sol	142	lances	// ── MC28.1: Blindagem de privacidade dos lances (Anti-Bot) ─────────────────
CONTRATO	IDENTIFICADOR	desafio-gut/contracts/Leilao.sol	148	Lance	function comprometerLance(string memory idEdicao, address lancador, bytes32 hashLance)
CONTRATO	IDENTIFICADOR	desafio-gut/contracts/Leilao.sol	148	Lance	function comprometerLance(string memory idEdicao, address lancador, bytes32 hashLance)
CONTRATO	IDENTIFICADOR	desafio-gut/contracts/Leilao.sol	152	lances	lancesComprometidos[idEdicao][lancador] = hashLance;
CONTRATO	IDENTIFICADOR	desafio-gut/contracts/Leilao.sol	152	Lance	lancesComprometidos[idEdicao][lancador] = hashLance;
CONTRATO	IDENTIFICADOR	desafio-gut/contracts/Leilao.sol	153	Lance	emit LanceComprometido(idEdicao, lancador, hashLance);
CONTRATO	IDENTIFICADOR	desafio-gut/contracts/Leilao.sol	153	Lance	emit LanceComprometido(idEdicao, lancador, hashLance);
CONTRATO	COMENTARIO	desafio-gut/contracts/Leilao.sol	156	lance	// [ITEM 1.4] Consolidação O(1). A coordenação calcula o menor lance único
CONTRATO	COMENTARIO	desafio-gut/contracts/Leilao.sol	159	leilão	// edicaoNonce++ queima o nonce do leilão → anti-replay nativo on-chain.
DOCS	TEXTO-DOC	docs/analise-programacao-junho-2026.md	18	leilão	- Tipo de leilão: **Relâmpago** (Bronze/Prata, 30min–1h) ou **Programado** (Ouro/Diamante, ciclos de 24h)
DOCS	TEXTO-DOC	docs/analise-programacao-junho-2026.md	95	leilões	"benefit": "Isenção total da taxa de compra de fichas na primeira participação em leilões Bronze ou Prata",
DOCS	TEXTO-DOC	docs/analise-programacao-junho-2026.md	146	lance	min_lance_brl: number;  // R$ 0,01 padrão (Art. XXIII)
DOCS	TEXTO-DOC	docs/analise-programacao-junho-2026.md	162	lance	menor_lance?: number;   // em centavos
DOCS	TEXTO-DOC	docs/analise-programacao-junho-2026.md	218	Leilão	| RT-05 | **Leilão Programado (Ouro/Diamante)** — ciclos de 24h, reset automático às 00:00, fixo no topo | P0 | Média | Parcialmente pronto |
DOCS	TEXTO-DOC	docs/analise-programacao-junho-2026.md	219	Leilão	| RT-06 | **Leilão Relâmpago (Bronze/Prata)** — 30min a 1h, seção "Oportunidade Agora" | P0 | Média | Parcialmente pronto |
DOCS	COMENTARIO	docs/analise-programacao-junho-2026.md	253	leilões	**Resolução**: Os 10 Bônus são **Vouchers de Networking gerados pelo cliente Diamante**. Não são um tier separado. O Diamante gera um código único de convite; o indicado 
DOCS	TEXTO-DOC	docs/analise-programacao-junho-2026.md	258	lances	2. **Operação Interna (Fichas)**: Mercado Pago (`desafiogut@gmail.com`). **Automatizado via Webhook** para liberação imediata de lances.
DOCS	TEXTO-DOC	docs/analise-programacao-junho-2026.md	270	Leilao	├── ✅ Contrato LeilaoGUT deployado (Sepolia, 0x59A7...)
DOCS	TEXTO-DOC	docs/analise-programacao-junho-2026.md	271	Lance	├── ✅ Pipeline PIX → adicionarSenhas → darLance funcionando
DOCS	COMENTARIO	docs/auditoria-contrato.md	1	Leilao	# Auditoria de Segurança — LeilaoGUT.sol
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	4	Leilao	> Contrato: `desafio-gut/contracts/Leilao.sol` (90 linhas, Solidity ^0.8.0)
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	11	Leilao	O contrato `LeilaoGUT` implementa a lógica de leilão "menor lance único" em Solidity. Por não armazenar ETH diretamente (o pagamento de senhas é off-chain via PIX), o vet
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	11	leilão	O contrato `LeilaoGUT` implementa a lógica de leilão "menor lance único" em Solidity. Por não armazenar ETH diretamente (o pagamento de senhas é off-chain via PIX), o vet
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	11	lance	O contrato `LeilaoGUT` implementa a lógica de leilão "menor lance único" em Solidity. Por não armazenar ETH diretamente (o pagamento de senhas é off-chain via PIX), o vet
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	27	lances	├── Edicao: nome, ativa, prazo, listaDeValores[], lances[v→addr], contagem[v→uint]
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	29	Lance	└── Função pública: darLance
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	33	lance	- Artigo VIII: vence o menor lance único (`contagem[v] == 1 && v < menorUnico`)
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	34	lance	- Artigo XXIII: lance mínimo 1 centavo
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	47	Lance	| `darLance` | nenhum (público) | Usuário com saldo | Lances + saldo | MÉDIO — design intencional |
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	47	Lances	| `darLance` | nenhum (público) | Usuário com saldo | Lances + saldo | MÉDIO — design intencional |
DOCS	COMENTARIO	docs/auditoria-contrato.md	65	Leilao	**Localização**: `Leilao.sol:80`
DOCS	COMENTARIO	docs/auditoria-contrato.md	71	lance	**Descrição**: `listaDeValores` cresce 1 item por lance único sem nenhum limite máximo. Se o número de valores únicos crescer suficientemente, a função `apurarVencedor` e
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	74	lances	- Custo por iteração: ~800 gas (2× SLOAD de `contagem[v]` + `lances[v]`)
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	76	lances	- Iterações máximas antes de DoS: ~37.500 lances únicos
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	77	leilão	- Em um leilão normal: improvável. Em ataque coordenado (alguém com muitas senhas fazendo spam de valores únicos): viável.
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	81	lances	2. Atacante submete lances em valores 1, 2, 3, ..., N — todos únicos.
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	91	LANCES	uint256 public constant MAX_LANCES_UNICOS = 10_000;
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	93	Lance	function darLance(...) public {
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	99	LANCES	e.listaDeValores.length < MAX_LANCES_UNICOS,
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	100	lances	"Limite de lances unicos atingido para esta edicao"
DOCS	COMENTARIO	docs/auditoria-contrato.md	110	Lances	### [M-01] Estado da Edição Não Resetado ao Re-Abrir — Lances Obsoletos Persistem
DOCS	COMENTARIO	docs/auditoria-contrato.md	116	Leilao	**Localização**: `Leilao.sol:39-45`
DOCS	COMENTARIO	docs/auditoria-contrato.md	124	lances	// ⚠️ listaDeValores, lances, contagem NÃO são resetados
DOCS	COMENTARIO	docs/auditoria-contrato.md	129	lances	**Descrição**: Se a coordenação chamar `abrirEdicao("R-1", ...)` duas vezes com o mesmo `idEdicao`, a segunda chamada reabre a edição mas mantém todos os lances anteriore
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	132	lance	1. Edição "R-1" corre. Usuário A faz lance único de 42 centavos — o menor.
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	134	lance	3. `listaDeValores` ainda contém o lance de 42 de A. A ainda aparece como `lances[42]`.
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	134	lances	3. `listaDeValores` ainda contém o lance de 42 de A. A ainda aparece como `lances[42]`.
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	135	lances	4. Novos usuários fazem lances. Se ninguém fizer lance de 42 na 2ª rodada, A vence automaticamente — sem ter participado.
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	135	lance	4. Novos usuários fazem lances. Se ninguém fizer lance de 42 na 2ª rodada, A vence automaticamente — sem ter participado.
DOCS	COMENTARIO	docs/auditoria-contrato.md	137	leilão	**Impacto**: Resultado incorreto do leilão se IDs de edição forem reutilizados. Risco real para o negócio: usuário pode reclamar vitória indevida.
DOCS	COMENTARIO	docs/auditoria-contrato.md	144	lances	// Limpar lances anteriores se a edição já foi usada
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	148	lances	delete e.lances[v];
DOCS	COMENTARIO	docs/auditoria-contrato.md	182	Leilao	**Localização**: `Leilao.sol:29-31`
DOCS	COMENTARIO	docs/auditoria-contrato.md	223	Leilao	**Localização**: `Leilao.sol:75`
DOCS	COMENTARIO	docs/auditoria-contrato.md	231	leilão	**Impacto**: Usuários precisam confiar inteiramente na coordenação para a corretude do resultado. Contradiz o propósito de ter o leilão on-chain (transparência/imutabilid
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	245	lances	ganhador = e.lances[v];
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	252	leilão	Isso não compromete a segurança (a função é `view` — não muda estado), e transforma o leilão em verificável por qualquer pessoa.
DOCS	COMENTARIO	docs/auditoria-contrato.md	256	Lances	### [L-01] Frontrunning Estrutural — Lances Visíveis no Mempool
DOCS	COMENTARIO	docs/auditoria-contrato.md	262	Lance	**Localização**: `darLance` — toda a função
DOCS	COMENTARIO	docs/auditoria-contrato.md	264	Lance	**Descrição**: Quando um usuário submete `darLance(idEdicao, valorEmCentavos)`, a transação fica visível no mempool antes de ser minerada. Um observador pode:
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	265	lance	1. Ver o lance X submetido
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	266	Lance	2. Submeter imediatamente `darLance(idEdicao, X)` com gas price maior → faz X não-único
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	267	Lance	3. Submeter `darLance(idEdicao, X-1)` → torna-se o menor único
DOCS	COMENTARIO	docs/auditoria-contrato.md	274	lance	// Fase 1: Usuário submete hash do lance
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	275	Lance	function commitLance(string memory idEdicao, bytes32 hashLance) public { ... }
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	275	Lance	function commitLance(string memory idEdicao, bytes32 hashLance) public { ... }
DOCS	COMENTARIO	docs/auditoria-contrato.md	277	lance	// Fase 2: Usuário revela o lance após período de commit
