AREA	BALDE	FICHEIRO	LINHA	COL	TERMO	TRECHO
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc72-conta-delete.test.mjs	91	5	lances	lances: [{ endereco: ALVO, valor_centavos: 100 }, { endereco: ALVO, valor_centavos: 200 }, { endereco: OUTRO }],
BACKEND-TESTES	STRING-TECNICA	desafio-gut/frontend/netlify/functions/_tests/mc72-conta-delete.test.mjs	104	6	lance	"lance-idem": new Map([["idemA", { endereco: ALVO }], ["idemB", { endereco: OUTRO }]]),
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc72-conta-delete.test.mjs	117	36	lances	assert.equal(m.supabase.deletado.lances, 2);
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc72-conta-delete.test.mjs	125	24	lances	assert.equal(tabelas.lances.length, 3);
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc72-conta-delete.test.mjs	142	24	lances	assert.equal(tabelas.lances.length, 1);
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc72-conta-delete.test.mjs	143	24	lances	assert.equal(tabelas.lances[0].endereco, OUTRO);
BACKEND-TESTES	STRING-TECNICA	desafio-gut/frontend/netlify/functions/_tests/mc72-conta-delete.test.mjs	153	24	lance	assert.equal(stores["lance-idem"].has("idemA"), false);
BACKEND-TESTES	STRING-TECNICA	desafio-gut/frontend/netlify/functions/_tests/mc72-conta-delete.test.mjs	154	24	lance	assert.equal(stores["lance-idem"].has("idemB"), true);
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc72-conta-delete.test.mjs	193	24	lances	assert.equal(tabelas.lances.length, 1);
BACKEND-TESTES	TEXTO-UI	desafio-gut/frontend/netlify/functions/_tests/mc8820-guto-personalidades.test.mjs	34	56	lance	for (const params of [{ trecho: "" }, { trecho: "O lance vencedor e o menor valor unico." }]) {
BACKEND-TESTES	TEXTO-UI	desafio-gut/frontend/netlify/functions/_tests/mc8820-guto-personalidades.test.mjs	78	53	lance	const jaConvidou = "Funciona assim: vence o menor lance unico. Que tal criar uma conta e dar um lance?";
BACKEND-TESTES	TEXTO-UI	desafio-gut/frontend/netlify/functions/_tests/mc8820-guto-personalidades.test.mjs	78	99	lance	const jaConvidou = "Funciona assim: vence o menor lance unico. Que tal criar uma conta e dar um lance?";
BACKEND-TESTES	TEXTO-UI	desafio-gut/frontend/netlify/functions/_tests/mc8820-guto-personalidades.test.mjs	86	25	lance	const semConvite = "O lance vencedor e o menor valor que aparece uma unica vez.";
BACKEND-TESTES	COMENTARIO	desafio-gut/frontend/netlify/functions/_tests/mc8843-estado-edicao.test.mjs	81	13	leilão	//    que o leilão abrir). Sem isto, o corpo de derivação nunca seria exercido.
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc8843-estado-edicao.test.mjs	197	51	Leilão	["components/glass/AuctionStatusBar.jsx", /🔴 Leilão encerrado/,                             '"Leilão encerrado" cru'],
BACKEND-TESTES	TEXTO-UI	desafio-gut/frontend/netlify/functions/_tests/mc8843-estado-edicao.test.mjs	197	100	Leilão	["components/glass/AuctionStatusBar.jsx", /🔴 Leilão encerrado/,                             '"Leilão encerrado" cru'],
BACKEND-TESTES	TEXTO-UI	desafio-gut/frontend/netlify/functions/_tests/mc8843-estado-edicao.test.mjs	205	29	leilão	test("a Vitrine não anuncia leilão ao vivo enquanto o cronómetro diz EM BREVE", () => {
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc891-admin-stats.test.mjs	58	5	lances	lances: [],
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc891-admin-stats.test.mjs	73	59	lances	cotas: erro, saldo_rs: erro, saldo_rs_creditos: erro, lances: erro, fila_tarefas: erro,
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc891-admin-stats.test.mjs	95	5	lances	lances:   [{ endereco: b }],
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc891-admin-stats.test.mjs	125	42	lances	saldo_rs: [], saldo_rs_creditos: [], lances: [], fila_tarefas: [],
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc891-admin-stats.test.mjs	146	28	lances	saldo_rs_creditos: [], lances: [], fila_tarefas: [],
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc891-admin-stats.test.mjs	157	30	lances	cotas: [], saldo_rs: [], lances: [], fila_tarefas: [],
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc891-admin-stats.test.mjs	172	53	lances	cotas: [], saldo_rs: [], saldo_rs_creditos: [], lances: [],
BACKEND-TESTES	TEXTO-UI	desafio-gut/frontend/netlify/functions/_tests/mc892-guto-metricas.test.mjs	71	17	lances	["volume de lances",           "dados_mercado"],
BACKEND-TESTES	IDENTIFICADOR	desafio-gut/frontend/netlify/functions/_tests/mc892-guto-metricas.test.mjs	184	82	lances	utilizadores: { comAtividade: 5, fontes: { cotas: 7, saldo: 5, creditos: 18, lances: 0 } },
BACKEND-TESTES	COMENTARIO	desafio-gut/frontend/netlify/functions/_tests/mc9111-programado.test.mjs	1	55	lances	// MC91.11 — Testes do ledger de consumo de senhas em lances programados.
BACKEND-TESTES	TEXTO-UI	desafio-gut/frontend/netlify/functions/_tests/mc9111-programado.test.mjs	47	18	lance	test("consumo: 1 lance consome 1 senha e persiste", async () => {
BACKEND-TESTES	COMENTARIO	desafio-gut/frontend/netlify/functions/_tests/mc9111-programado.test.mjs	63	29	lances	// saldo on-chain = 2 → 2 lances ok, 3º recusado
BACKEND-TESTES	COMENTARIO	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	1	45	lance	// MC91.12 — Teste de INTEGRACAO do handler lance-relampago (fluxo corrigido).
BACKEND-TESTES	COMENTARIO	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	2	77	lance	// Executar: node --experimental-test-module-mocks --test mc9112-integracao-lance.test.mjs
BACKEND-TESTES	STRING-TECNICA	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	68	32	lance	const mod = await import("../lance-relampago.mjs");
BACKEND-TESTES	COMENTARIO	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	77	47	lance	url: "http://localhost/.netlify/functions/lance-relampago",
BACKEND-TESTES	TEXTO-UI	desafio-gut/frontend/netlify/functions/_tests/mc9112-integracao-lance.test.mjs	107	46	bid	assert.equal(chamadasAddLance, 1, "key-per-bid (addLance) deve rodar");
BACKEND-TESTES	STRING-TECNICA	desafio-gut/frontend/netlify/functions/_tests/test-conversao-e2e-mc1581.mjs	59	97	lance	const conv = await ref.registrarConversao(vinculo, { nomeIndicado: "Ana", contexto: "primeiro-lance" });
BACKEND-TESTES	TEXTO-UI	desafio-gut/frontend/netlify/functions/_tests/test-intents-mc1581.mjs	34	12	lance	["qual o lance mínimo?", null],
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260620_amend_jsonb_payload.sql	11	9	lances	--   2. lances.payload (JSONB): o registro de lance é mais rico que as colunas
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260620_amend_jsonb_payload.sql	11	47	lance	--   2. lances.payload (JSONB): o registro de lance é mais rico que as colunas
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260620_amend_jsonb_payload.sql	14	30	Bid	--      espelhando o Key-Per-Bid dos Blobs (MC28). As colunas planas
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260620_amend_jsonb_payload.sql	15	36	lance	--      (edicao_id, endereco, hash_lance, valor_centavos) ficam para índices/queries.
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260620_amend_jsonb_payload.sql	17	9	lances	--   3. lances.hash_lance deixa de ser NOT NULL: o caminho legado (Sepolia/local)
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260620_amend_jsonb_payload.sql	17	21	lance	--   3. lances.hash_lance deixa de ser NOT NULL: o caminho legado (Sepolia/local)
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260620_amend_jsonb_payload.sql	18	66	lance	--      não produz commitment on-chain; só mainnet preenche hash_lance.
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260620_amend_jsonb_payload.sql	24	13	lances	ALTER TABLE lances ADD COLUMN IF NOT EXISTS payload JSONB;
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260620_amend_jsonb_payload.sql	25	13	lances	ALTER TABLE lances ALTER COLUMN hash_lance DROP NOT NULL;
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260620_amend_jsonb_payload.sql	25	38	lance	ALTER TABLE lances ALTER COLUMN hash_lance DROP NOT NULL;
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260620_schema_definitivo.sql	8	33	lances	-- Tabelas: produtos, lojistas, lances, config_remota.
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260620_schema_definitivo.sql	10	43	lances	-- exclusiva do service_role (backend) em lances/lojistas/config_remota.
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260620_schema_definitivo.sql	32	14	lances	-- Tabela de lances
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260620_schema_definitivo.sql	33	28	lances	CREATE TABLE IF NOT EXISTS lances (
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260620_schema_definitivo.sql	37	8	lance	hash_lance VARCHAR(66) NOT NULL,
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260620_schema_definitivo.sql	50	32	lances	CREATE INDEX IF NOT EXISTS idx_lances_edicao_id ON lances(edicao_id);
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260620_schema_definitivo.sql	50	52	lances	CREATE INDEX IF NOT EXISTS idx_lances_edicao_id ON lances(edicao_id);
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260620_schema_definitivo.sql	51	32	lances	CREATE INDEX IF NOT EXISTS idx_lances_endereco ON lances(endereco);
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260620_schema_definitivo.sql	51	51	lances	CREATE INDEX IF NOT EXISTS idx_lances_endereco ON lances(endereco);
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260620_schema_definitivo.sql	56	13	lances	ALTER TABLE lances ENABLE ROW LEVEL SECURITY;
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260620_schema_definitivo.sql	61	56	lances	CREATE POLICY "Acesso total exclusivo service_role" ON lances FOR ALL TO service_role USING (true) WITH CHECK (true);
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260621_cotas_schema.sql	12	35	lance	-- saldo-rs/troco (fluxo dinheiro/lance) ficam para MC36.1.
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260621_enable_realtime_config.sql	4	54	lances	-- seguro, sem risco anti-sniping/MC28). NÃO inclui `lances` — a RLS oculta lances
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260621_enable_realtime_config.sql	4	77	lances	-- seguro, sem risco anti-sniping/MC28). NÃO inclui `lances` — a RLS oculta lances
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260621_enable_realtime_config.sql	6	13	lance	-- o "menor lance único". `edicoes`/`notificacoes` não existem como tabelas Supabase.
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260621_saldo_troco_wallet_schema.sql	6	32	lance	-- semântica, incl. o fluxo de lance via saldoRs). Mapeamento Blob → tabela:
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260629_indices_escalabilidade.sql	4	32	lances	-- SCHEMA-VÁLIDO (verificado): lances(id, edicao_id, endereco, hash_lance,
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260629_indices_escalabilidade.sql	4	69	lance	-- SCHEMA-VÁLIDO (verificado): lances(id, edicao_id, endereco, hash_lance,
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260629_indices_escalabilidade.sql	6	21	lances	-- `consolidado` em lances (apuração é on-chain) → o índice parcial vai em cotas.vendida.
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260629_indices_escalabilidade.sql	13	52	lances	-- Item 25 — composto para listagem cronológica de lances por edição (ORDER BY created_at).
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_indices_escalabilidade.sql	14	32	lances	CREATE INDEX IF NOT EXISTS idx_lances_edicao_created
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_indices_escalabilidade.sql	15	6	lances	ON lances (edicao_id, created_at DESC);
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260629_indices_escalabilidade.sql	17	45	lance	-- Item 25b — composto para apuração "menor lance único" por edição (Art. VIII).
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_indices_escalabilidade.sql	18	32	lances	CREATE INDEX IF NOT EXISTS idx_lances_edicao_valor
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_indices_escalabilidade.sql	19	6	lances	ON lances (edicao_id, valor_centavos);
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	5	6	lances	--   lances(edicao_id, valor_centavos, created_at, ...); cotas(categoria, vendida, ...).
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	8	23	lances	-- backend-only (como lances/cotas) — REVOKE de anon/authenticated, GRANT só service_role.
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	11	13	lances	-- ── MV 1: lances agregados por edição (apuração/relatório) ──────────────────
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	12	37	lances	DROP MATERIALIZED VIEW IF EXISTS mv_lances_por_edicao;
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	13	29	lances	CREATE MATERIALIZED VIEW mv_lances_por_edicao AS
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	16	40	lances	COUNT(*)                  AS total_lances,
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	18	41	lance	MAX(created_at)           AS ultimo_lance_em
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	19	8	lances	FROM lances
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	23	42	lances	CREATE UNIQUE INDEX IF NOT EXISTS idx_mv_lances_edicao ON mv_lances_por_edicao (edicao_id);
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	23	62	lances	CREATE UNIQUE INDEX IF NOT EXISTS idx_mv_lances_edicao ON mv_lances_por_edicao (edicao_id);
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	38	30	lances	REFRESH MATERIALIZED VIEW mv_lances_por_edicao;
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	42	18	lances	REVOKE ALL ON mv_lances_por_edicao FROM anon, authenticated;
BANCO	IDENTIFICADOR	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	44	20	lances	GRANT SELECT ON mv_lances_por_edicao TO service_role;
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	48	39	lances	--   SELECT cron.schedule('refresh-mv-lances', '*/5 * * * *',
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	49	52	lances	--     $$REFRESH MATERIALIZED VIEW CONCURRENTLY mv_lances_por_edicao$$);
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	56	5	lances	-- `lances` é o único candidato a particionamento por range(created_at), mas no
BANCO	COMENTARIO	desafio-gut/frontend/supabase/migrations/20260629_materialized_views.sql	58	21	lances	-- Reavaliar quando lances ultrapassar ~10M linhas; então recriar como PARTITION BY
CONTRATO	COMENTARIO	desafio-gut/contracts/Leilao.sol	8	32	lances	// [H-01] Limite máximo de lances únicos por edição (anti-DoS)
CONTRATO	IDENTIFICADOR	desafio-gut/contracts/Leilao.sol	9	33	LANCES	uint256 public constant MAX_LANCES_UNICOS = 10_000;
CONTRATO	IDENTIFICADOR	desafio-gut/contracts/Leilao.sol	16	37	lances	mapping(uint256 => address) lances;
CONTRATO	COMENTARIO	desafio-gut/contracts/Leilao.sol	70	46	lances	// [M-01] Impede reuso de ID — evita lances residuais de edições anteriores
CONTRATO	TEXTO-UI	desafio-gut/contracts/Leilao.sol	89	40	Lance	require(valorEmCentavos >= 1, "Lance minimo e R$ 0,01"); // Artigo XXIII
CONTRATO	IDENTIFICADOR	desafio-gut/contracts/Leilao.sol	99	47	LANCES	e.listaDeValores.length < MAX_LANCES_UNICOS,
CONTRATO	TEXTO-UI	desafio-gut/contracts/Leilao.sol	100	28	lances	"Limite de lances unicos desta edicao atingido"
CONTRATO	IDENTIFICADOR	desafio-gut/contracts/Leilao.sol	105	11	lances	e.lances[valorEmCentavos] = msg.sender;
CONTRATO	IDENTIFICADOR	desafio-gut/contracts/Leilao.sol	123	30	lances	ganhador = e.lances[v];
CONTRATO	COMENTARIO	desafio-gut/contracts/Leilao.sol	142	48	lances	// ── MC28.1: Blindagem de privacidade dos lances (Anti-Bot) ─────────────────
CONTRATO	COMENTARIO	desafio-gut/contracts/Leilao.sol	156	68	lance	// [ITEM 1.4] Consolidação O(1). A coordenação calcula o menor lance único
CONTRATO	COMENTARIO	desafio-gut/contracts/Leilao.sol	159	40	leilão	// edicaoNonce++ queima o nonce do leilão → anti-replay nativo on-chain.
DOCS	TEXTO-DOC	docs/analise-programacao-junho-2026.md	18	11	leilão	- Tipo de leilão: **Relâmpago** (Bronze/Prata, 30min–1h) ou **Programado** (Ouro/Diamante, ciclos de 24h)
DOCS	TEXTO-DOC	docs/analise-programacao-junho-2026.md	95	87	leilões	"benefit": "Isenção total da taxa de compra de fichas na primeira participação em leilões Bronze ou Prata",
DOCS	TEXTO-DOC	docs/analise-programacao-junho-2026.md	146	7	lance	min_lance_brl: number;  // R$ 0,01 padrão (Art. XXIII)
DOCS	TEXTO-DOC	docs/analise-programacao-junho-2026.md	162	9	lance	menor_lance?: number;   // em centavos
DOCS	TEXTO-DOC	docs/analise-programacao-junho-2026.md	218	13	Leilão	| RT-05 | **Leilão Programado (Ouro/Diamante)** — ciclos de 24h, reset automático às 00:00, fixo no topo | P0 | Média | Parcialmente pronto |
DOCS	TEXTO-DOC	docs/analise-programacao-junho-2026.md	219	13	Leilão	| RT-06 | **Leilão Relâmpago (Bronze/Prata)** — 30min a 1h, seção "Oportunidade Agora" | P0 | Média | Parcialmente pronto |
DOCS	COMENTARIO	docs/analise-programacao-junho-2026.md	253	252	leilões	**Resolução**: Os 10 Bônus são **Vouchers de Networking gerados pelo cliente Diamante**. Não são um tier separado. O Diamante gera um código único de convite; o indicado 
DOCS	TEXTO-DOC	docs/analise-programacao-junho-2026.md	258	130	lances	2. **Operação Interna (Fichas)**: Mercado Pago (`desafiogut@gmail.com`). **Automatizado via Webhook** para liberação imediata de lances.
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	4	36	Leilao	> Contrato: `desafio-gut/contracts/Leilao.sol` (90 linhas, Solidity ^0.8.0)
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	11	47	leilão	O contrato `LeilaoGUT` implementa a lógica de leilão "menor lance único" em Solidity. Por não armazenar ETH diretamente (o pagamento de senhas é off-chain via PIX), o vet
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	11	61	lance	O contrato `LeilaoGUT` implementa a lógica de leilão "menor lance único" em Solidity. Por não armazenar ETH diretamente (o pagamento de senhas é off-chain via PIX), o vet
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	27	51	lances	├── Edicao: nome, ativa, prazo, listaDeValores[], lances[v→addr], contagem[v→uint]
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	33	30	lance	- Artigo VIII: vence o menor lance único (`contagem[v] == 1 && v < menorUnico`)
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	34	17	lance	- Artigo XXIII: lance mínimo 1 centavo
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	47	55	Lances	| `darLance` | nenhum (público) | Usuário com saldo | Lances + saldo | MÉDIO — design intencional |
DOCS	COMENTARIO	docs/auditoria-contrato.md	65	19	Leilao	**Localização**: `Leilao.sol:80`
DOCS	COMENTARIO	docs/auditoria-contrato.md	71	51	lance	**Descrição**: `listaDeValores` cresce 1 item por lance único sem nenhum limite máximo. Se o número de valores únicos crescer suficientemente, a função `apurarVencedor` e
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	74	62	lances	- Custo por iteração: ~800 gas (2× SLOAD de `contagem[v]` + `lances[v]`)
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	76	43	lances	- Iterações máximas antes de DoS: ~37.500 lances únicos
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	77	9	leilão	- Em um leilão normal: improvável. Em ataque coordenado (alguém com muitas senhas fazendo spam de valores únicos): viável.
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	81	21	lances	2. Atacante submete lances em valores 1, 2, 3, ..., N — todos únicos.
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	91	29	LANCES	uint256 public constant MAX_LANCES_UNICOS = 10_000;
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	99	43	LANCES	e.listaDeValores.length < MAX_LANCES_UNICOS,
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	100	24	lances	"Limite de lances unicos atingido para esta edicao"
DOCS	COMENTARIO	docs/auditoria-contrato.md	110	56	Lances	### [M-01] Estado da Edição Não Resetado ao Re-Abrir — Lances Obsoletos Persistem
DOCS	COMENTARIO	docs/auditoria-contrato.md	116	19	Leilao	**Localização**: `Leilao.sol:39-45`
DOCS	COMENTARIO	docs/auditoria-contrato.md	124	27	lances	// ⚠️ listaDeValores, lances, contagem NÃO são resetados
DOCS	COMENTARIO	docs/auditoria-contrato.md	129	155	lances	**Descrição**: Se a coordenação chamar `abrirEdicao("R-1", ...)` duas vezes com o mesmo `idEdicao`, a segunda chamada reabre a edição mas mantém todos os lances anteriore
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	132	38	lance	1. Edição "R-1" corre. Usuário A faz lance único de 42 centavos — o menor.
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	134	36	lance	3. `listaDeValores` ainda contém o lance de 42 de A. A ainda aparece como `lances[42]`.
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	134	76	lances	3. `listaDeValores` ainda contém o lance de 42 de A. A ainda aparece como `lances[42]`.
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	135	25	lances	4. Novos usuários fazem lances. Se ninguém fizer lance de 42 na 2ª rodada, A vence automaticamente — sem ter participado.
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	135	50	lance	4. Novos usuários fazem lances. Se ninguém fizer lance de 42 na 2ª rodada, A vence automaticamente — sem ter participado.
DOCS	COMENTARIO	docs/auditoria-contrato.md	137	37	leilão	**Impacto**: Resultado incorreto do leilão se IDs de edição forem reutilizados. Risco real para o negócio: usuário pode reclamar vitória indevida.
DOCS	COMENTARIO	docs/auditoria-contrato.md	144	15	lances	// Limpar lances anteriores se a edição já foi usada
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	148	22	lances	delete e.lances[v];
DOCS	COMENTARIO	docs/auditoria-contrato.md	182	19	Leilao	**Localização**: `Leilao.sol:29-31`
DOCS	COMENTARIO	docs/auditoria-contrato.md	223	19	Leilao	**Localização**: `Leilao.sol:75`
DOCS	COMENTARIO	docs/auditoria-contrato.md	231	130	leilão	**Impacto**: Usuários precisam confiar inteiramente na coordenação para a corretude do resultado. Contradiz o propósito de ter o leilão on-chain (transparência/imutabilid
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	245	26	lances	ganhador = e.lances[v];
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	252	87	leilão	Isso não compromete a segurança (a função é `view` — não muda estado), e transforma o leilão em verificável por qualquer pessoa.
DOCS	COMENTARIO	docs/auditoria-contrato.md	256	38	Lances	### [L-01] Frontrunning Estrutural — Lances Visíveis no Mempool
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	265	10	lance	1. Ver o lance X submetido
DOCS	COMENTARIO	docs/auditoria-contrato.md	274	36	lance	// Fase 1: Usuário submete hash do lance
DOCS	COMENTARIO	docs/auditoria-contrato.md	277	29	lance	// Fase 2: Usuário revela o lance após período de commit
DOCS	COMENTARIO	docs/auditoria-contrato.md	289	19	Leilao	**Localização**: `Leilao.sol:43, 61`
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	296	80	leilões	Validadores Ethereum podem ajustar `block.timestamp` em até ~12 segundos. Para leilões de duração longa (horas), o impacto é negligenciável. Para leilões de duração muito
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	296	147	leilões	Validadores Ethereum podem ajustar `block.timestamp` em até ~12 segundos. Para leilões de duração longa (horas), o impacto é negligenciável. Para leilões de duração muito
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	308	229	lance	Quando `apurarVencedor` é chamado e o vencedor é determinado, nenhum evento é emitido. A coordenação pode verificar o resultado off-chain mas não há registro on-chain de 
DOCS	COMENTARIO	docs/auditoria-contrato.md	324	36	lances	// [H-01 fix] Limite máximo de lances únicos por edição
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	325	33	LANCES	uint256 public constant MAX_LANCES_UNICOS = 10_000;
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	332	37	lances	mapping(uint256 => address) lances;
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	391	40	Lance	require(valorEmCentavos >= 1, "Lance minimo e R$ 0,01");
DOCS	COMENTARIO	docs/auditoria-contrato.md	399	37	lances	// [H-01 fix] Limite de lances únicos
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	401	47	LANCES	e.listaDeValores.length < MAX_LANCES_UNICOS,
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	402	28	lances	"Limite de lances unicos desta edicao atingido"
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	407	11	lances	e.lances[valorEmCentavos] = msg.sender;
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	423	30	lances	ganhador = e.lances[v];
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	467	64	LANCES	| H-01 | Unbounded loop DoS | 🔴 Alta | Baixo | Adicionar `MAX_LANCES_UNICOS` em `darLance` |
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	468	16	bids	| M-01 | Stale bids on reopen | 🟡 Média | Baixo | Proibir reutilização de ID (opção B) |
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	484	31	Leilao	slither desafio-gut/contracts/Leilao.sol
DOCS	TEXTO-DOC	docs/auditoria-contrato.md	488	36	Leilao	myth analyze desafio-gut/contracts/Leilao.sol
DOCS	TEXTO-DOC	docs/auditoria-externa.md	21	34	Leilao	- **Foco do escopo**: `contracts/Leilao.sol` (LeilaoGUT) — auditoria padrão Solidity.
